,title,hits
530,[CC해석/발음] NewJeans - 'New Jeans' Lyrics (뉴진스 뉴진스 가사해석) (Color Coded Lyrics),16730
557,12년 개혁신당 이준석 일대기 GODS - NewJeans (뉴진스),16333
490,"[뉴진스] 자랑스러운 ""Best Producer"" 민희진!!!",14907
676,너무 예뻐서 납치범에게 프로포즈 까지 받은 연예인 #연예계소식 #shots,14161
145,[뉴진스] 강해린의 고양이 하트 강의,13108
599,Reacting To NewJeans (뉴진스) - Broadcast Stage | Official Video,12883
553,"뉴진스 신보, 판매량·국내외 차트 ‘쾌조’ [잇슈 연예] / KBS 2023.07.24.",11647
653,손흥민의 진짜 인성ㄷㄷ,11353
554,N^^(H)%K 다큐 뉴진스 컷 #Hanni #ハニ #NewJeans,10345
354,"'뉴진스 바라기' 원태인 ""일본 무대 도전하겠다"" (2024.01.02/뉴스데스크/MBC)",10328
582,[뉴진스]하니 출국240104💖🐰💖,9381
548,정식데뷔도 안했는데 일본 연말무대 초대된 뉴진스ㄷㄷ,8807
187,칼국수 이슈를 해명한 뉴진스 민지 #구독 #좋아요,8662
583,고급진 예쁨이란 이런 것✨ #뉴진스 공식 여신 #민지 #Newsen,7949
609,"뉴진스 ""데뷔부터 지금까지"" 커버댄스 메들리 ""NewJeans"" MEDLEY Dance Cover by ONIT | KPOP IN PUBLIC",6831
567,뉴진스 디토 생각난다는 반응이 많은 SM 라이즈 신곡(+네티즌 반응),6614
349,"뉴진스, 美 ABC 새해맞이 쇼 출연...""K팝 걸그룹 최초"" / YTN",6537
545,[CLEAN MR REMOVED] NewJeans(뉴진스) - Ditto | Golden Disc Awards 2024 240106 MR제거,6449
638,유죄라고 난리난 걸그룹 춤선 TOP3 #에스파 카리나 #뉴진스 하니 #있지 채령,5812
620,"전유진 🌺 뉴진스의 기적 🌺 현역가왕 대장전 전유진 마스터들의 평가(대성, 남진, 윤명선)",5781
14,[골든디스크 레드카펫] NewJeans (뉴진스) ｜The 38th Golden Disc Awards,5766
383,뉴진스 (NewJeans) '골든디스크' 출국｜240104 인천공항,5652
677,Si Eun Kim‘s Cycle World Record (시은누나 사이클 세계신기록!!!) 2024.01.06,5382
310,"뉴진스 '겟 업', 롤링스톤 '2023 베스트 앨범' 33위 / SBS / 굿모닝연예",5365
562,멤버들이 모두 명품 앰버서더인 뉴진스 #shorts,5162
566,아주 짧은 디토 디토😗 #ditto #newjeans #drum #뉴진스,5160
203,뉴진스 꽁냥꽁냥 멤버간 친밀도 | NewJeans,4826
621,"20초 안에 ""뉴진스❤️파워퍼프걸 해린"" 다른 하나를 찾아랏!! #newjeans #haerin",4690
559,탈덕 #포카포장 #포토카드 #포카 #포장 #아이브 #ive #뉴진스 #newjeans #포용계 #포카계 #포장계 #다이브 #탈덕 #휴덕 #알고리즘 #알고리즘떠라 #떠라 #떡상,4658
670,배도라지 타운의 시작은 우원박과 사과몽의 작은 이글루부터 시작되었다,4569
16,"NewJeans, LE SSERAFIM, IVE, STAYC (뉴진스 르세라핌 아이브 스테이씨) 입국 Arrival | 인천공항 • 240107",4182
15,NewJeans(뉴진스) 인천공항 입국 | NewJeans Airport Arrival [4K],3526
17,뉴진스 '대상 또 받고 왔어요!' [STARPIC] / NewJeans Arrival - at Incheon Airport 20240107,3383
622,라이즈가 뉴진스를 따라했다?,3338
646,뉴진스 민지 칼국수 논란 원본 팩트체크,3214
657,무대 보는 내내 설렜다..#shorts,3156
543,[KPOP IN PUBLIC] NEWJEANS (뉴진스) - DITTO | Dance Cover by MINISWEETS from Barcelona,3061
321,(성덕👍) 최애 뉴진스 하니에게 '5초 눈맞춤' 인정받은 안은진 | 아는 형님 415회 | JTBC 240106 방송,2980
645,"𝗣𝗹𝗮𝘆𝗹𝗶𝘀𝘁 | 눈 내리는 날, 맨해튼에서 | 눈내리는 날 듣기 좋은 재즈 | Snow Jazz",2839
581,(paper diy)🐰뉴진스의 핸드폰 폴리포켓 만들기!🐰/무료도안/무료배포,2766
570,[CLEAN MR REMOVED] NewJeans(뉴진스) - Cool With You | Golden Disc Awards 2024 240106 MR제거,2487
527,[뉴진스] 누가 더 귀여워? #다니엘 VS #동물 #농장 #친구들! #뉴진스 #newjeans,2475
679,배구장 가서 서브 깔끼하게 하고 왔습니다🏐ㅣ바글바글 EP_01,2349
590,[OPEN 인터뷰]뉴진스 뛰어넘는 대형 신인(?)…JYP 가르침 받고 이렇게 컸다! | 뉴스A,2291
659,K-남고생들 집중! #shorts,2197
565,뉴진스 해린 얼굴이 에스파 닝닝처럼 역변했다 망했다 (이슈) [반박 포함 / 골든디스크어워즈],2001
556,팜하니 (뉴진스) - 늦은 후회 (AI Cover),1847
7,낙엽을 이용해 서로를 쫓아내는 다람쥐,1332
575,NewJeans (뉴진스) The 38th GOLDEN DISC AWARDS Dance Practice | REACTION,1329
665,머리가 맑아지는 숲 속 치유음악 🌲하루10분 만병을 치료 해주는 힐링 명상 기치료 음악 및 영상 - 아침음악 - 힐링음악 - 명상음악 - 스트레스해소음악,1143
578,[KPOP IN PUBLIC BOSTON] NewJeans (뉴진스) - 'Ditto' Dance Cover by VIVIFY Dance Crew,1064
605,뉴진스 넘 조아아아 출처:왜 자꾸 돌아봐 진짜 미쳐버리겠네 (진짜 욕한거 아니에요!),885
681,홍은채 마시멜로 달콤해서 너무 좋아,769
624,|하남댄스학원| NewJeans 'Ditto' |걸리쉬 코레오| |BUZZER BEATER DANCE| (하남미사댄스학원),704
589,NewJeans ( 뉴진스 ) - ETA (Dirty Ver.) #뉴진스 #eta #헤헤 #히히,701
603,뉴진스·아이브·르세라핌ㅣ제38회 골든디스크어워즈ㅣ20240106 #뉴진스 #NewJeans #아이브 #IVE #르세라핌 #LESSERAFIM #뉴스잼 #newsjamm,687
610,newjeans (뉴진스) 'eta' dance cover .,676
637,데뷔 초 레전드 폼 어텐션 민지 #뉴진스,654
649,극 민감성+트러블 피부는 트렌드를 따라가기가 어렵다..😭 #리들샷 #브이티리들샷 #shorts,588
643,🐲💜2024년 푸른용의 혜인💜🐲#newjeans #powerpuffgirls #뉴진스 #파워퍼프걸 #ppg #버니즈 #뉴진스혜인 #hyein #shorts,581
607,K콘텐츠를 빛낸 공로 인정 받아 뉴진스 론칭 민희진 ‘대통령상 표창’,563
593,NewJeans (뉴진스) - 'Hype Boy (C)' Dance Cover | NUSKDT,412
654,[4K] 60 fps 20240106 @NewJeans_official - Ditto fancam 직캠 • 38th Golden Disc Awards,399
576,NHK Special 인터뷰 위주 뉴진스 민희진 대퓨님 퍼디님 [세계에게 울리는 노래~ 한일 POP 신세대~],346
616,사이드에서도 열일하는.. #뉴진스 #attention,342
680,콘서트 중 졸다가 멤버들한테 들켰습니다...[크리스마스 vlog],321
568,오늘은 내가 백종원·뉴진스…'프로N잡러' 언니들의 올스타전 [굿모닝 MBN],280
647,4세대 아이돌 중 가장 좋아하는 그룹 있나요？ 저는 다 너무 좋아서 못 고르겠어요。#뉴진스 #newjeans #해린 #하니 #민지 #다니엘 #혜인 #버니즈 #idol #kpop,230
625,NEW JEANS 뉴진스 X ETA (REMIX) - CLIP 3,208
630,하니 성격이 유쾌할 수밖에 없는 이유 [재미로 하니🙃],204
137,뉴진스로 돌아보는 2023년,140
629,🐲💜푸른용이 된 혜인💜🐲2024년 용의 기운 가득!!#newjeans #powerpuffgirls #뉴진스 #파워퍼프걸 #ppg #뉴진스혜인 #hyein,139
608,[KONSPIRACY] Ditto - NewJeans (뉴진스) | Dance Cover,128
655,"🥤 매장음악 광고없는☕ 스타벅스 매장음악곡 모음 🍁 STARBUCKS Soothing Jazz for study, work, read book",126
623,'New Jeans' Frutiger Aero Remix | PROD. by yeouyi,117
586,[골든디스크 어워즈 인 자카르타] | 공짜표 생겨서 구경옴 | #뉴진스 # Newjeans #골든디스크어워즈 #골디 #자카르타 #GDA #Goldendiscawards,97
631,"스카이다이빙, 버니즈 체험기 하니 [재미로 하니🙃]",95
592,뉴진스 엘범 이제 그만 사야겠다 이어북 까지만 살까?,84
636,New Jeans - Ditto// X-mas 캐롤 ver. [Babiye. Remix],83
606,파워퍼프걸이랑 콜라보한 뉴진스 카와이! 뉴진스 앨범 억박싱~~🐰 거의20000원 주고산 앨범💗 #뉴진스 #억박싱 #알고리즘 #알라딘 #앨범,79
635,찐거지 버니즈의 포카탑 챌린지.. 막차 탑승 💫 #버니즈 #뉴진스 #해린 #하니 #민지 #다니엘 #혜인 #추천 #인기 #떡상하자 #덕질,68
580,뉴진스 민지 칼국수 발언 해명,58
648,[#AAA] 뉴진스와 함께 챌린지 하고 싶은 아티스트분들 모음,56
588,나가기 10분 전에 한 스피드 포카포장🔥 #포카포장#뉴진스,55
650,최애의 하니 실사판,51
598,[ENG/KR] 뉴진스 코카콜라 zero 해외반응 댓글모음 ｜NewJeans Coke Global Reaction,44
597,[Live] 뉴진스 - Ditto,42
628,오랜만에 와서 죄송합니다😢 그리구 당분간은 영상 업로드가 없을 예정입니다..😭 #뉴진스 #newjeans #민지 #kpop #shorts #추천 #알고리즘,37
626,NEWJEANS — OMG (FRNK REMIX) LYRICS,35
560,칼국수를 모른다고 했던 뉴진스 민지의 해명,31
644,뉴진스 코카콜라 제로 해외반응 댓글모음,27
675,[4K] NewJeans(뉴진스) Super Shy 대학축제 교차편집 University Stage Mix (Lyrics)｜서울대 홍대 경희대 성균관대,24
612,[ENG/KR] 뉴진스 맥도날드 광고 해외반응 댓글모음｜ NewJeans McDonalds CM Global Reaction,19
633,[Playlist] New Jeans (뉴진스) - BY Jeans 커버 모음집,12
617,ETA freestyle 🍄 #NewJeans #뉴진스 #NewJeans_NJWMX #NewJeans_of_Winter #NewJeans_ETA #Year_of_NewJeans,11
641,NEWJEANS — HURT (250 REMIX) LYRICS,9
594,[노땅파워] 뉴진스 (NewJeans) - ETA,5
640,DITTO - NEWJEANS COVER,4
600,뉴진스파워퍼프걸 ' 하니',3
642,"HAERIN (NewJeans) ""ETA"" / NPOP 230809 (4K)",1
601,뉴진스도 모아주께🥺🥺 #유행따라잡기#포카 #뉴진스포카 #뉴진스 #포카챌린지 #벨보아 #다니엘 #민지 #해린#하니 #혜린,0
652,NewJeans members Minji and Hein faced a shocking,0
615,빨간맛 다니엘 #뉴진스 #다니엘 #Newjeans #Danielle,0
632,"HAERIN (NewJeans) ""Cool With You"" / NPOP 230816 (4K)",0
596,[뉴진스] 후회하지마.. #newjeans #뉴진스 #하니 #hanni #해린 #haerin #민지 #minji #다니엘 #danielle #혜인 #hyein,0
619,NEW JEANS 뉴진스 X ETA (REMIX) - CLIP 1,0
634,"HAERIN (NewJeans) ""Super Shy"" / NPOP 230802 (4K)",0
